gene_id,token_id,gene_name,nonzero_median,gene_version_x,gene_biotype_x,Chromosome_x,Start_x,End_x,scenic_tf,gene_version_y,gene_biotype_y,Chromosome_y,Start_y,End_y,gene_version,gene_biotype,Chromosome,Start,End
ENSG00000169885,12597,CALML6,4.788499210745705,10.0,protein_coding,1,1915107.0,1917296.0,False,10.0,protein_coding,1,1915107.0,1917296.0,10.0,protein_coding,1,1915107.0,1917296.0
ENSG00000169891,12598,REPS2,4.941426271545439,18.0,protein_coding,X,16946657.0,17153272.0,False,18.0,protein_coding,X,16946657.0,17153272.0,18.0,protein_coding,X,16946657.0,17153272.0
ENSG00000169894,12599,MUC3A,1.8076652884349191,18.0,protein_coding,7,100949533.0,100968347.0,False,18.0,protein_coding,7,100949533.0,100968347.0,18.0,protein_coding,7,100949533.0,100968347.0
ENSG00000169895,12600,SYAP1,2.6310213071524275,6.0,protein_coding,X,16719611.0,16765340.0,False,6.0,protein_coding,X,16719611.0,16765340.0,6.0,protein_coding,X,16719611.0,16765340.0
ENSG00000169896,12601,ITGAM,2.7110611827917626,18.0,protein_coding,16,31259966.0,31332892.0,False,18.0,protein_coding,16,31259966.0,31332892.0,18.0,protein_coding,16,31259966.0,31332892.0
ENSG00000169900,12602,PYDC1,1.4746168658861711,8.0,protein_coding,16,31215961.0,31217135.0,False,8.0,protein_coding,16,31215961.0,31217135.0,8.0,protein_coding,16,31215961.0,31217135.0
ENSG00000169902,12603,TPST1,5.053851624684637,15.0,protein_coding,7,66205316.0,66420543.0,False,15.0,protein_coding,7,66205316.0,66420543.0,15.0,protein_coding,7,66205316.0,66420543.0
ENSG00000169903,12604,TM4SF4,11.04281584998973,7.0,protein_coding,3,149474696.0,149503394.0,False,7.0,protein_coding,3,149474696.0,149503394.0,7.0,protein_coding,3,149474696.0,149503394.0
ENSG00000169905,12605,TOR1AIP2,2.4542324361820955,13.0,protein_coding,1,179839966.0,179877803.0,False,13.0,protein_coding,1,179839966.0,179877803.0,13.0,protein_coding,1,179839966.0,179877803.0
ENSG00000169906,12606,S100G,4.017276286637053,5.0,protein_coding,X,16650157.0,16654670.0,False,5.0,protein_coding,X,16650157.0,16654670.0,5.0,protein_coding,X,16650157.0,16654670.0
ENSG00000169908,12607,TM4SF1,11.385272915582867,12.0,protein_coding,3,149369021.0,149377692.0,False,12.0,protein_coding,3,149369021.0,149377692.0,12.0,protein_coding,3,149369021.0,149377692.0
ENSG00000169914,12608,OTUD3,2.4178161977091537,6.0,protein_coding,1,19882394.0,19912945.0,False,6.0,protein_coding,1,19882394.0,19912945.0,6.0,protein_coding,1,19882394.0,19912945.0
ENSG00000169918,12609,OTUD7A,6.474136814996091,10.0,protein_coding,15,31475397.0,31870789.0,False,10.0,protein_coding,15,31475397.0,31870789.0,10.0,protein_coding,15,31475397.0,31870789.0
ENSG00000169919,12610,GUSB,2.0327338290972596,17.0,protein_coding,7,65960683.0,65982215.0,False,17.0,protein_coding,7,65960683.0,65982215.0,17.0,protein_coding,7,65960683.0,65982215.0
ENSG00000169925,12611,BRD3,2.5004226192375727,17.0,protein_coding,9,134030304.0,134068535.0,False,17.0,protein_coding,9,134030304.0,134068535.0,17.0,protein_coding,9,134030304.0,134068535.0
ENSG00000169926,12612,KLF13,2.6010197575015446,11.0,protein_coding,15,31326834.0,31435665.0,True,11.0,protein_coding,15,31326834.0,31435665.0,11.0,protein_coding,15,31326834.0,31435665.0
ENSG00000169933,12613,FRMPD4,10.977433475299225,17.0,protein_coding,X,11822422.0,12724523.0,False,17.0,protein_coding,X,11822422.0,12724523.0,17.0,protein_coding,X,11822422.0,12724523.0
ENSG00000169946,12614,ZFPM2,13.030855988906547,14.0,protein_coding,8,104590732.0,105804539.0,False,14.0,protein_coding,8,104590732.0,105804539.0,14.0,protein_coding,8,104590732.0,105804539.0
ENSG00000169951,12615,ZNF764,1.9158403406374647,10.0,protein_coding,16,30553763.0,30558374.0,True,10.0,protein_coding,16,30553763.0,30558374.0,10.0,protein_coding,16,30553763.0,30558374.0
ENSG00000169953,12616,HSFY2,3.458095714149238,12.0,protein_coding,Y,18731439.0,18773735.0,True,12.0,protein_coding,Y,18731439.0,18773735.0,12.0,protein_coding,Y,18731439.0,18773735.0
ENSG00000169955,12617,ZNF747,1.7034725322976432,8.0,protein_coding,16,30530366.0,30535347.0,False,8.0,protein_coding,16,30530366.0,30535347.0,8.0,protein_coding,16,30530366.0,30535347.0
ENSG00000169957,12618,ZNF768,1.5429697851388753,10.0,protein_coding,16,30524003.0,30526821.0,True,10.0,protein_coding,16,30524003.0,30526821.0,10.0,protein_coding,16,30524003.0,30526821.0
ENSG00000169962,12619,TAS1R3,2.1689605206066,5.0,protein_coding,1,1331279.0,1335314.0,False,5.0,protein_coding,1,1331279.0,1335314.0,5.0,protein_coding,1,1331279.0,1335314.0
ENSG00000169964,12620,TMEM42,1.7353925735334188,8.0,protein_coding,3,44861903.0,44865670.0,False,8.0,protein_coding,3,44861903.0,44865670.0,8.0,protein_coding,3,44861903.0,44865670.0
ENSG00000169967,12621,MAP3K2,3.2929609074211883,17.0,protein_coding,2,127298667.0,127388465.0,False,17.0,protein_coding,2,127298667.0,127388465.0,17.0,protein_coding,2,127298667.0,127388465.0
ENSG00000169972,12622,PUSL1,1.3149370294274263,12.0,protein_coding,1,1308596.0,1311677.0,False,12.0,protein_coding,1,1308596.0,1311677.0,12.0,protein_coding,1,1308596.0,1311677.0
ENSG00000169976,12623,SF3B5,3.3127093848417335,7.0,protein_coding,6,144094883.0,144095573.0,False,7.0,protein_coding,6,144094883.0,144095573.0,7.0,protein_coding,6,144094883.0,144095573.0
ENSG00000169981,12624,ZNF35,1.8353242678105461,11.0,protein_coding,3,44648731.0,44660791.0,True,11.0,protein_coding,3,44648731.0,44660791.0,11.0,protein_coding,3,44648731.0,44660791.0
ENSG00000169989,12625,TIGD4,3.1845679609887765,3.0,protein_coding,4,152769353.0,152779730.0,False,3.0,protein_coding,4,152769353.0,152779730.0,3.0,protein_coding,4,152769353.0,152779730.0
ENSG00000169991,12626,IFFO2,2.328164259970248,11.0,protein_coding,1,18904279.0,18956676.0,False,11.0,protein_coding,1,18904279.0,18956676.0,11.0,protein_coding,1,18904279.0,18956676.0
ENSG00000169992,12627,NLGN2,4.315670854862681,10.0,protein_coding,17,7404873.0,7419860.0,False,10.0,protein_coding,17,7404873.0,7419860.0,10.0,protein_coding,17,7404873.0,7419860.0
ENSG00000169994,12628,MYO7B,2.358665959678567,20.0,protein_coding,2,127535682.0,127637729.0,False,20.0,protein_coding,2,127535682.0,127637729.0,20.0,protein_coding,2,127535682.0,127637729.0
ENSG00000170004,12629,CHD3,2.9441179075537907,19.0,protein_coding,17,7884795.0,7912760.0,False,19.0,protein_coding,17,7884795.0,7912760.0,19.0,protein_coding,17,7884795.0,7912760.0
ENSG00000170006,12630,TMEM154,2.514384025359759,12.0,protein_coding,4,152618627.0,152680012.0,False,12.0,protein_coding,4,152618627.0,152680012.0,12.0,protein_coding,4,152618627.0,152680012.0
ENSG00000170011,12631,MYRIP,8.315322177512062,14.0,protein_coding,3,39808913.0,40260321.0,False,14.0,protein_coding,3,39808913.0,40260321.0,14.0,protein_coding,3,39808913.0,40260321.0
ENSG00000170017,12632,ALCAM,6.883172310214625,12.0,protein_coding,3,105366908.0,105576900.0,False,12.0,protein_coding,3,105366908.0,105576900.0,12.0,protein_coding,3,105366908.0,105576900.0
ENSG00000170027,12633,YWHAG,2.7871571763778227,7.0,protein_coding,7,76326798.0,76358991.0,False,7.0,protein_coding,7,76326798.0,76358991.0,7.0,protein_coding,7,76326798.0,76358991.0
ENSG00000170035,12634,UBE2E3,3.1897939553084584,16.0,protein_coding,2,180967247.0,181076585.0,False,16.0,protein_coding,2,180967247.0,181076585.0,16.0,protein_coding,2,180967247.0,181076585.0
ENSG00000170037,12635,CNTROB,2.0426086078540435,14.0,protein_coding,17,7932100.0,7949920.0,False,14.0,protein_coding,17,7932100.0,7949920.0,14.0,protein_coding,17,7932100.0,7949920.0
ENSG00000170043,12636,TRAPPC1,3.075542002010667,12.0,protein_coding,17,7930344.0,7932123.0,False,12.0,protein_coding,17,7930344.0,7932123.0,12.0,protein_coding,17,7930344.0,7932123.0
ENSG00000170044,12637,ZPLD1,2.2374293126600726,9.0,protein_coding,3,102099243.0,102479841.0,False,9.0,protein_coding,3,102099243.0,102479841.0,9.0,protein_coding,3,102099243.0,102479841.0
ENSG00000170049,12638,KCNAB3,2.4443777258295736,10.0,protein_coding,17,7921858.0,7929856.0,False,10.0,protein_coding,17,7921858.0,7929856.0,10.0,protein_coding,17,7921858.0,7929856.0
ENSG00000170054,12639,SERPINA9,2.2607414031803206,16.0,protein_coding,14,94462716.0,94479689.0,False,16.0,protein_coding,14,94462716.0,94479689.0,16.0,protein_coding,14,94462716.0,94479689.0
ENSG00000170074,12640,FAM153A,2.5343992397367168,20.0,protein_coding,5,177707980.0,177784435.0,False,20.0,protein_coding,5,177707980.0,177784435.0,20.0,protein_coding,5,177707980.0,177784435.0
ENSG00000170075,12641,GPR37L1,8.851020730649202,10.0,protein_coding,1,202122885.0,202133592.0,False,10.0,protein_coding,1,202122885.0,202133592.0,10.0,protein_coding,1,202122885.0,202133592.0
ENSG00000170085,12642,SIMC1,3.98261235648939,18.0,protein_coding,5,176238366.0,176345991.0,False,18.0,protein_coding,5,176238366.0,176345991.0,18.0,protein_coding,5,176238366.0,176345991.0
ENSG00000170088,12643,TMEM192,2.4431365113834946,14.0,protein_coding,4,165070607.0,165208549.0,False,14.0,protein_coding,4,165070607.0,165208549.0,14.0,protein_coding,4,165070607.0,165208549.0
ENSG00000170091,12644,NSG2,7.765488248828471,11.0,protein_coding,5,174045705.0,174243501.0,False,11.0,protein_coding,5,174045705.0,174243501.0,11.0,protein_coding,5,174045705.0,174243501.0
ENSG00000170092,12645,SPDYE5,2.1711448546782384,15.0,protein_coding,7,75492319.0,75504316.0,False,15.0,protein_coding,7,75492319.0,75504316.0,15.0,protein_coding,7,75492319.0,75504316.0
ENSG00000170099,12646,SERPINA6,9.196129384279734,6.0,protein_coding,14,94304247.0,94323389.0,False,6.0,protein_coding,14,94304247.0,94323389.0,6.0,protein_coding,14,94304247.0,94323389.0
ENSG00000170100,12647,ZNF778,2.0419198157964127,14.0,protein_coding,16,89217702.0,89237141.0,True,14.0,protein_coding,16,89217702.0,89237141.0,14.0,protein_coding,16,89217702.0,89237141.0
ENSG00000170113,12648,NIPA1,3.2522563316511937,16.0,protein_coding,15,22773062.0,22829789.0,False,16.0,protein_coding,15,22773062.0,22829789.0,16.0,protein_coding,15,22773062.0,22829789.0
ENSG00000170122,12649,FOXD4,1.39983156633596,6.0,protein_coding,9,116230.0,118417.0,True,6.0,protein_coding,9,116230.0,118417.0,6.0,protein_coding,9,116230.0,118417.0
ENSG00000170128,12650,GPR25,2.710659388648632,5.0,protein_coding,1,200872980.0,200874178.0,False,5.0,protein_coding,1,200872980.0,200874178.0,5.0,protein_coding,1,200872980.0,200874178.0
ENSG00000170142,12651,UBE2E1,2.7914041697105247,12.0,protein_coding,3,23805954.0,23891640.0,False,12.0,protein_coding,3,23805954.0,23891640.0,12.0,protein_coding,3,23805954.0,23891640.0
ENSG00000170144,12652,HNRNPA3,4.117086555366589,22.0,protein_coding,2,177212693.0,177223959.0,False,22.0,protein_coding,2,177212693.0,177223959.0,22.0,protein_coding,2,177212693.0,177223959.0
ENSG00000170145,12653,SIK2,4.6316866925174205,5.0,protein_coding,11,111602448.0,111730855.0,False,5.0,protein_coding,11,111602448.0,111730855.0,5.0,protein_coding,11,111602448.0,111730855.0
ENSG00000170153,12654,RNF150,7.632592095858361,11.0,protein_coding,4,140859806.0,141212877.0,False,11.0,protein_coding,4,140859806.0,141212877.0,11.0,protein_coding,4,140859806.0,141212877.0
ENSG00000170160,12655,CCDC144A,2.657763013487395,19.0,protein_coding,17,16689536.0,16777881.0,False,19.0,protein_coding,17,16689536.0,16777881.0,19.0,protein_coding,17,16689536.0,16777881.0
ENSG00000170162,12656,VGLL2,2.627428493311521,14.0,protein_coding,6,117265557.0,117273565.0,False,14.0,protein_coding,6,117265557.0,117273565.0,14.0,protein_coding,6,117265557.0,117273565.0
ENSG00000170166,12657,HOXD4,1.7641351740012003,6.0,protein_coding,2,176151549.0,176153226.0,True,6.0,protein_coding,2,176151549.0,176153226.0,6.0,protein_coding,2,176151549.0,176153226.0
ENSG00000170175,12658,CHRNB1,1.9538517390824282,11.0,protein_coding,17,7445060.0,7457710.0,False,11.0,protein_coding,17,7445060.0,7457710.0,11.0,protein_coding,17,7445060.0,7457710.0
ENSG00000170178,12659,HOXD12,1.0593830551799286,7.0,protein_coding,2,176099794.0,176102489.0,True,7.0,protein_coding,2,176099794.0,176102489.0,7.0,protein_coding,2,176099794.0,176102489.0
ENSG00000170180,12660,GYPA,15.074477485623895,22.0,protein_coding,4,144109302.0,144140751.0,False,22.0,protein_coding,4,144109302.0,144140751.0,22.0,protein_coding,4,144109302.0,144140751.0
ENSG00000170185,12661,USP38,2.244922889244682,11.0,protein_coding,4,143184916.0,143223874.0,False,11.0,protein_coding,4,143184916.0,143223874.0,11.0,protein_coding,4,143184916.0,143223874.0
ENSG00000170190,12662,SLC16A5,1.4808747018025683,16.0,protein_coding,17,75087726.0,75106162.0,False,16.0,protein_coding,17,75087726.0,75106162.0,16.0,protein_coding,17,75087726.0,75106162.0
ENSG00000170191,12663,NANP,1.5949269642738555,5.0,protein_coding,20,25612934.0,25624014.0,False,5.0,protein_coding,20,25612934.0,25624014.0,5.0,protein_coding,20,25612934.0,25624014.0
ENSG00000170209,12664,ANKK1,2.432013186851405,5.0,protein_coding,11,113387778.0,113400416.0,False,5.0,protein_coding,11,113387778.0,113400416.0,5.0,protein_coding,11,113387778.0,113400416.0
ENSG00000170214,12665,ADRA1B,4.527645164939995,5.0,protein_coding,5,159865079.0,159973012.0,False,5.0,protein_coding,5,159865079.0,159973012.0,5.0,protein_coding,5,159865079.0,159973012.0
ENSG00000170215,12666,,9.946970229916907,,,,,,False,,,,,,,,,,
ENSG00000170222,12667,ADPRM,2.080923339255291,12.0,protein_coding,17,10697593.0,10711558.0,False,12.0,protein_coding,17,10697593.0,10711558.0,12.0,protein_coding,17,10697593.0,10711558.0
ENSG00000170231,12668,FABP6,5.411186386916179,16.0,protein_coding,5,160187366.0,160238735.0,False,16.0,protein_coding,5,160187366.0,160238735.0,16.0,protein_coding,5,160187366.0,160238735.0
ENSG00000170234,12669,PWWP2A,2.898350721626088,13.0,protein_coding,5,160061800.0,160119450.0,False,13.0,protein_coding,5,160061800.0,160119450.0,13.0,protein_coding,5,160061800.0,160119450.0
ENSG00000170236,12670,USP50,3.8717853755188014,16.0,protein_coding,15,50494017.0,50546708.0,False,16.0,protein_coding,15,50494017.0,50546708.0,16.0,protein_coding,15,50494017.0,50546708.0
ENSG00000170242,12671,USP47,3.718966506199657,19.0,protein_coding,11,11841422.0,11961887.0,False,19.0,protein_coding,11,11841422.0,11961887.0,19.0,protein_coding,11,11841422.0,11961887.0
ENSG00000170248,12672,PDCD6IP,2.6313552731734666,15.0,protein_coding,3,33798570.0,33869707.0,False,15.0,protein_coding,3,33798570.0,33869707.0,15.0,protein_coding,3,33798570.0,33869707.0
ENSG00000170255,12673,MRGPRX1,2.806078980637464,8.0,protein_coding,11,18933498.0,18939414.0,False,8.0,protein_coding,11,18933498.0,18939414.0,8.0,protein_coding,11,18933498.0,18939414.0
ENSG00000170260,12674,ZNF212,2.263584622768294,9.0,protein_coding,7,149239650.0,149255606.0,True,9.0,protein_coding,7,149239650.0,149255606.0,9.0,protein_coding,7,149239650.0,149255606.0
ENSG00000170262,12675,MRAP,11.567528106060514,13.0,protein_coding,21,32291812.0,32314784.0,False,13.0,protein_coding,21,32291812.0,32314784.0,13.0,protein_coding,21,32291812.0,32314784.0
ENSG00000170264,12676,FAM161A,3.21438613601482,13.0,protein_coding,2,61824847.0,61854143.0,False,13.0,protein_coding,2,61824847.0,61854143.0,13.0,protein_coding,2,61824847.0,61854143.0
ENSG00000170265,12677,ZNF282,2.5443280768289185,12.0,protein_coding,7,149195545.0,149226238.0,True,12.0,protein_coding,7,149195545.0,149226238.0,12.0,protein_coding,7,149195545.0,149226238.0
ENSG00000170266,12678,GLB1,2.1148281052881917,16.0,protein_coding,3,32996608.0,33097202.0,False,16.0,protein_coding,3,32996608.0,33097202.0,16.0,protein_coding,3,32996608.0,33097202.0
ENSG00000170270,12679,GON7,1.730939647063738,5.0,protein_coding,14,93202893.0,93207065.0,False,5.0,protein_coding,14,93202893.0,93207065.0,5.0,protein_coding,14,93202893.0,93207065.0
ENSG00000170271,12680,FAXDC2,3.887784851059041,11.0,protein_coding,5,154818491.0,154859252.0,False,11.0,protein_coding,5,154818491.0,154859252.0,11.0,protein_coding,5,154818491.0,154859252.0
ENSG00000170275,12681,CRTAP,2.277156565053768,15.0,protein_coding,3,33114013.0,33147773.0,False,15.0,protein_coding,3,33114013.0,33147773.0,15.0,protein_coding,3,33114013.0,33147773.0
ENSG00000170276,12682,HSPB2,2.23502205755027,6.0,protein_coding,11,111912733.0,111914093.0,False,6.0,protein_coding,11,111912733.0,111914093.0,6.0,protein_coding,11,111912733.0,111914093.0
ENSG00000170279,12683,C7orf33,2.7277381918855936,3.0,protein_coding,7,148590765.0,148615860.0,False,3.0,protein_coding,7,148590765.0,148615860.0,3.0,protein_coding,7,148590765.0,148615860.0
ENSG00000170289,12684,CNGB3,3.748108407723636,13.0,protein_coding,8,86553976.0,86743675.0,False,13.0,protein_coding,8,86553976.0,86743675.0,13.0,protein_coding,8,86553976.0,86743675.0
ENSG00000170290,12685,SLN,10.766787633546452,4.0,protein_coding,11,107707377.0,107719693.0,False,4.0,protein_coding,11,107707377.0,107719693.0,4.0,protein_coding,11,107707377.0,107719693.0
ENSG00000170291,12686,ELP5,1.9962756675581046,16.0,protein_coding,17,7251415.0,7259940.0,False,16.0,protein_coding,17,7251415.0,7259940.0,16.0,protein_coding,17,7251415.0,7259940.0
ENSG00000170293,12687,CMTM8,3.093619885606681,9.0,protein_coding,3,32238678.0,32370321.0,False,9.0,protein_coding,3,32238678.0,32370321.0,9.0,protein_coding,3,32238678.0,32370321.0
ENSG00000170296,12688,GABARAP,4.636056524948634,10.0,protein_coding,17,7240007.0,7242449.0,False,10.0,protein_coding,17,7240007.0,7242449.0,10.0,protein_coding,17,7240007.0,7242449.0
ENSG00000170298,12689,LGALS9B,2.4967941067336064,16.0,protein_coding,17,20449394.0,20467539.0,False,16.0,protein_coding,17,20449394.0,20467539.0,16.0,protein_coding,17,20449394.0,20467539.0
ENSG00000170310,12690,STX8,2.8016544935895578,15.0,protein_coding,17,9250470.0,9576591.0,False,15.0,protein_coding,17,9250470.0,9576591.0,15.0,protein_coding,17,9250470.0,9576591.0
ENSG00000170312,12691,CDK1,2.94675253444177,17.0,protein_coding,10,60778330.0,60794852.0,False,17.0,protein_coding,10,60778330.0,60794852.0,17.0,protein_coding,10,60778330.0,60794852.0
ENSG00000170315,12692,UBB,10.747428359511767,14.0,protein_coding,17,16380797.0,16382745.0,False,14.0,protein_coding,17,16380797.0,16382745.0,14.0,protein_coding,17,16380797.0,16382745.0
ENSG00000170322,12693,NFRKB,2.149557058446607,15.0,protein_coding,11,129863635.0,129895590.0,False,15.0,protein_coding,11,129863635.0,129895590.0,15.0,protein_coding,11,129863635.0,129895590.0
ENSG00000170323,12694,FABP4,23.30466011049703,9.0,protein_coding,8,81478418.0,81483236.0,False,9.0,protein_coding,8,81478418.0,81483236.0,9.0,protein_coding,8,81478418.0,81483236.0
ENSG00000170324,12695,FRMPD2,3.3683908064302472,21.0,protein_coding,10,48153087.0,48274696.0,False,21.0,protein_coding,10,48153087.0,48274696.0,21.0,protein_coding,10,48153087.0,48274696.0
ENSG00000170325,12696,PRDM10,3.7804784180561604,16.0,protein_coding,11,129899705.0,130002835.0,True,16.0,protein_coding,11,129899705.0,130002835.0,16.0,protein_coding,11,129899705.0,130002835.0
ENSG00000170340,12697,B3GNT2,2.135665625956115,11.0,protein_coding,2,62196114.0,62224731.0,False,11.0,protein_coding,2,62196114.0,62224731.0,11.0,protein_coding,2,62196114.0,62224731.0
ENSG00000170345,12698,FOS,16.001315608799118,10.0,protein_coding,14,75278825.0,75282230.0,True,10.0,protein_coding,14,75278825.0,75282230.0,10.0,protein_coding,14,75278825.0,75282230.0
ENSG00000170348,12699,TMED10,2.9214943777171385,9.0,protein_coding,14,75131468.0,75176612.0,False,9.0,protein_coding,14,75131468.0,75176612.0,9.0,protein_coding,14,75131468.0,75176612.0
ENSG00000170364,12700,SETMAR,1.875556117667973,13.0,protein_coding,3,4303331.0,4317265.0,False,13.0,protein_coding,3,4303331.0,4317265.0,13.0,protein_coding,3,4303331.0,4317265.0
ENSG00000170365,12701,SMAD1,2.798834251075606,10.0,protein_coding,4,145481193.0,145559176.0,True,10.0,protein_coding,4,145481193.0,145559176.0,10.0,protein_coding,4,145481193.0,145559176.0
ENSG00000170367,12702,CST5,2.3368591704510093,5.0,protein_coding,20,23875933.0,23879748.0,False,5.0,protein_coding,20,23875933.0,23879748.0,5.0,protein_coding,20,23875933.0,23879748.0
ENSG00000170369,12703,CST2,3.7305253358841357,4.0,protein_coding,20,23823768.0,23826729.0,False,4.0,protein_coding,20,23823768.0,23826729.0,4.0,protein_coding,20,23823768.0,23826729.0
ENSG00000170370,12704,EMX2,3.7173905090515387,12.0,protein_coding,10,117542444.0,117549546.0,True,12.0,protein_coding,10,117542444.0,117549546.0,12.0,protein_coding,10,117542444.0,117549546.0
ENSG00000170373,12705,CST1,1.1390923413374536,9.0,protein_coding,20,23747561.0,23751268.0,False,9.0,protein_coding,20,23747561.0,23751268.0,9.0,protein_coding,20,23747561.0,23751268.0
ENSG00000170374,12706,SP7,1.386323225664305,6.0,protein_coding,12,53326574.0,53345315.0,True,6.0,protein_coding,12,53326574.0,53345315.0,6.0,protein_coding,12,53326574.0,53345315.0
ENSG00000170379,12707,TCAF2,2.209301308684617,21.0,protein_coding,7,143620951.0,143730410.0,False,21.0,protein_coding,7,143620951.0,143730410.0,21.0,protein_coding,7,143620951.0,143730410.0
ENSG00000170381,12708,SEMA3E,3.8868079858630264,15.0,protein_coding,7,83363237.0,83649139.0,False,15.0,protein_coding,7,83363237.0,83649139.0,15.0,protein_coding,7,83363237.0,83649139.0
ENSG00000170382,12709,LRRN2,5.998523072168114,12.0,protein_coding,1,204617169.0,204685738.0,False,12.0,protein_coding,1,204617169.0,204685738.0,12.0,protein_coding,1,204617169.0,204685738.0
ENSG00000170385,12710,SLC30A1,1.902949907645446,10.0,protein_coding,1,211571567.0,211579161.0,False,10.0,protein_coding,1,211571567.0,211579161.0,10.0,protein_coding,1,211571567.0,211579161.0
ENSG00000170390,12711,DCLK2,9.255418331501478,16.0,protein_coding,4,150078444.0,150257438.0,False,16.0,protein_coding,4,150078444.0,150257438.0,16.0,protein_coding,4,150078444.0,150257438.0
ENSG00000170396,12712,ZNF804A,12.863184510291626,9.0,protein_coding,2,184598528.0,184939492.0,False,9.0,protein_coding,2,184598528.0,184939492.0,9.0,protein_coding,2,184598528.0,184939492.0
ENSG00000170412,12713,GPRC5C,1.9895424966799384,18.0,protein_coding,17,74424850.0,74451653.0,False,18.0,protein_coding,17,74424850.0,74451653.0,18.0,protein_coding,17,74424850.0,74451653.0
ENSG00000170417,12714,TMEM182,2.764207823915741,16.0,protein_coding,2,102736904.0,103019900.0,False,16.0,protein_coding,2,102736904.0,103019900.0,16.0,protein_coding,2,102736904.0,103019900.0
ENSG00000170419,12715,VSTM2A,4.863527587014503,11.0,protein_coding,7,54542324.0,54571080.0,False,11.0,protein_coding,7,54542324.0,54571080.0,11.0,protein_coding,7,54542324.0,54571080.0
ENSG00000170421,12716,KRT8,8.68761736854405,13.0,protein_coding,12,52897186.0,52949954.0,False,13.0,protein_coding,12,52897186.0,52949954.0,13.0,protein_coding,12,52897186.0,52949954.0
ENSG00000170423,12717,KRT78,34.08330902391942,13.0,protein_coding,12,52837803.0,52849092.0,False,13.0,protein_coding,12,52837803.0,52849092.0,13.0,protein_coding,12,52837803.0,52849092.0
ENSG00000170425,12718,ADORA2B,1.398531595083788,4.0,protein_coding,17,15945129.0,15975746.0,False,4.0,protein_coding,17,15945129.0,15975746.0,4.0,protein_coding,17,15945129.0,15975746.0
ENSG00000170426,12719,SDR9C7,2.0013983107176085,2.0,protein_coding,12,56923132.0,56934408.0,False,2.0,protein_coding,12,56923132.0,56934408.0,2.0,protein_coding,12,56923132.0,56934408.0
ENSG00000170430,12720,MGMT,2.3094059907142785,10.0,protein_coding,10,129467189.0,129770983.0,False,10.0,protein_coding,10,129467189.0,129770983.0,10.0,protein_coding,10,129467189.0,129770983.0
ENSG00000170439,12721,METTL7B,1.8194057141802862,8.0,protein_coding,12,55681735.0,55684611.0,False,8.0,protein_coding,12,55681735.0,55684611.0,8.0,protein_coding,12,55681735.0,55684611.0
ENSG00000170442,12722,KRT86,3.968242746061774,12.0,protein_coding,12,52249299.0,52309163.0,False,12.0,protein_coding,12,52249299.0,52309163.0,12.0,protein_coding,12,52249299.0,52309163.0
ENSG00000170445,12723,HARS1,2.1178831067926724,16.0,protein_coding,5,140673034.0,140691537.0,False,16.0,protein_coding,5,140673034.0,140691537.0,16.0,protein_coding,5,140673034.0,140691537.0
ENSG00000170448,12724,NFXL1,2.8147840252930627,12.0,protein_coding,4,47847232.0,47914667.0,True,12.0,protein_coding,4,47847232.0,47914667.0,12.0,protein_coding,4,47847232.0,47914667.0
ENSG00000170454,12725,KRT75,2.2956661129368867,6.0,protein_coding,12,52424069.0,52434371.0,False,6.0,protein_coding,12,52424069.0,52434371.0,6.0,protein_coding,12,52424069.0,52434371.0
ENSG00000170456,12726,DENND5B,7.234299631504883,16.0,protein_coding,12,31382225.0,31591136.0,False,16.0,protein_coding,12,31382225.0,31591136.0,16.0,protein_coding,12,31382225.0,31591136.0
ENSG00000170458,12727,CD14,6.603518007072035,15.0,protein_coding,5,140631727.0,140633700.0,False,15.0,protein_coding,5,140631727.0,140633700.0,15.0,protein_coding,5,140631727.0,140633700.0
ENSG00000170464,12728,DNAJC18,3.2559055723503025,10.0,protein_coding,5,139408587.0,139444491.0,False,10.0,protein_coding,5,139408587.0,139444491.0,10.0,protein_coding,5,139408587.0,139444491.0
ENSG00000170465,12729,KRT6C,54.7236122607923,10.0,protein_coding,12,52468515.0,52473805.0,False,10.0,protein_coding,12,52468515.0,52473805.0,10.0,protein_coding,12,52468515.0,52473805.0
ENSG00000170468,12730,RIOX1,1.8498226927791062,8.0,protein_coding,14,73490932.0,73493394.0,False,8.0,protein_coding,14,73490932.0,73493394.0,8.0,protein_coding,14,73490932.0,73493394.0
ENSG00000170469,12731,SPATA24,2.2277000878510176,11.0,protein_coding,5,139396562.0,139404089.0,False,11.0,protein_coding,5,139396562.0,139404089.0,11.0,protein_coding,5,139396562.0,139404089.0
ENSG00000170471,12732,RALGAPB,3.022993911729773,15.0,protein_coding,20,38472815.0,38578859.0,False,15.0,protein_coding,20,38472815.0,38578859.0,15.0,protein_coding,20,38472815.0,38578859.0
ENSG00000170473,12733,PYM1,1.8421454279313227,17.0,protein_coding,12,55901412.0,55932618.0,False,17.0,protein_coding,12,55901412.0,55932618.0,17.0,protein_coding,12,55901412.0,55932618.0
ENSG00000170476,12734,MZB1,4.956087646024038,16.0,protein_coding,5,139387466.0,139390081.0,False,16.0,protein_coding,5,139387466.0,139390081.0,16.0,protein_coding,5,139387466.0,139390081.0
