,Size (MB),File Type,File Format,Bio Rep No,Tech Rep No,Biosource Type,Organism,File Status,Publication,Experiment Type,Replicate Info,Assay Details,Biosource,Dataset,Condition,In Experiment As,Project,Notes
204,293.53,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C28,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 28,raw file,4DN,
205,475.6,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C28,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 28,raw file,4DN,
206,875.08,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C28,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 28,raw file,4DN,
207,671.18,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C28,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 28,raw file,4DN,
208,518.01,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C28,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 28,raw file,4DN,
209,28219.35,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: shendure@uw.edu,sci-Hi-C,"Biorep 1, Techrep 1",DpnII,WTC-11 with MYL2-EGFP,sciHi-C on WTC-11 mEGFP cells,3.5% PF fixation,raw file,4DN,
210,27341.5,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: shendure@uw.edu,sci-Hi-C,"Biorep 1, Techrep 1",DpnII,WTC-11 with MYL2-EGFP,sciHi-C on WTC-11 mEGFP cells,3.5% PF fixation,raw file,4DN,
211,26843.58,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: shendure@uw.edu,sci-Hi-C,"Biorep 1, Techrep 1",DpnII,WTC-11 with MYL2-EGFP,sciHi-C on WTC-11 mEGFP cells,3.5% PF fixation,raw file,4DN,
212,26133.66,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: shendure@uw.edu,sci-Hi-C,"Biorep 1, Techrep 1",DpnII,WTC-11 with MYL2-EGFP,sciHi-C on WTC-11 mEGFP cells,3.5% PF fixation,raw file,4DN,
213,13562.85,reads,fastq,1,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 1",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
214,22928.39,reads,fastq,1,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 1",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
215,22153.78,reads,fastq,1,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 1",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
216,13043.51,reads,fastq,1,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 1",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
217,10609.63,reads,fastq,1,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 2",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
218,10925.62,reads,fastq,1,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 2",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
219,15011.96,reads,fastq,1,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 2",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
220,14635.14,reads,fastq,1,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,"Biorep 1, Techrep 2",DpnII,H1-hESC (Tier 1),sci-Hi-C on five human cell lines - analyzed using topic modeling,H1-ESC,raw file,4DN,
221,15947.92,reads,fastq,2,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
222,15244.1,reads,fastq,2,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
223,14687.04,reads,fastq,2,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
224,13975.75,reads,fastq,2,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
225,0.0,barcodes,txt,2,1,stem cell derived cell line,human,released,Kim HJ et al. (2020),,,,,,,,4DN,
226,28118.63,reads,fastq,2,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
227,7724.97,reads,fastq,2,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
228,27239.69,reads,fastq,2,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
229,8162.09,reads,fastq,2,2,stem cell derived cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
230,576.42,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
231,472.38,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
232,656.55,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
233,469.71,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
234,603.66,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
235,423.53,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
236,533.87,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
237,380.73,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
238,574.77,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
239,681.41,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
240,152.62,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
241,535.34,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
242,540.27,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
243,766.53,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
244,417.02,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
245,761.92,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
246,99.12,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
247,408.48,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
248,563.55,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
249,469.48,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
250,494.67,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
251,446.55,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
252,440.98,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
253,624.3,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
254,609.23,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
255,540.84,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
256,603.73,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
257,564.69,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
258,506.69,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
259,476.15,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
260,419.75,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
261,380.88,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
262,690.4,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
263,658.08,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
264,393.07,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
265,697.21,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
266,399.39,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
267,545.96,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
268,682.93,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
269,524.11,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
270,572.8,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
271,575.94,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
272,626.46,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
273,716.71,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
274,533.79,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
275,574.72,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
276,387.73,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
277,515.37,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
278,588.41,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
279,277.97,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
280,497.39,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
281,534.28,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
282,624.69,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
283,667.59,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
284,340.57,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
285,785.1,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
286,434.29,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
287,618.39,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
288,510.69,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
289,654.05,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
290,398.71,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
291,533.36,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
292,505.59,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
293,411.41,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
294,647.65,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
295,437.83,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
296,720.22,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
297,678.12,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
298,484.56,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
299,447.89,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
300,349.62,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
301,609.97,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
302,556.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
303,620.62,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
304,706.38,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
305,575.83,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
306,643.05,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
